LastName	FirstName	Status	YOE	Number	Category	DateCreated	WeeksPassed	CumulativeTime
Runge	Tequan	new	3.6266622303348504	4	4	2020-03-21T15:54:33Z	25	29040000.0
Lundell	Keystle	processing	5.87623094141111	2	1	2020-03-21T15:59:50Z	25	29080000.0
Lizarraga	Lakeena	new	8.462450281987783	3	5	2020-03-21T16:05:07Z	25	29120000.0
Smither	Chinedu	new	4.191521642629395	1	1	2020-03-21T16:10:24Z	26	29160000.0
Hollister	Lacye	new	5.288576038315118	2	1	2020-03-21T16:15:41Z	26	29200000.0
Hanford	Neng	negotiation	5.943342520023524	1	2	2020-03-21T16:20:58Z	26	29240000.0
Percy	Zebariah	negotiation	8.574884189859553	2	2	2020-03-21T16:26:14Z	26	29280000.0
Madera	Leeander	negotiation	5.5390640673629665	1	6	2020-03-21T16:31:31Z	26	29320000.0
Hanner	Macall	new	5.558092243678604	2	4	2020-03-21T16:36:48Z	26	29360000.0
Donner	Rihana	new	5.261387561493785	4	2	2020-03-21T16:42:05Z	26	29400000.0
Villarreal	Joanna	negotiation	8.880981372206257	3	1	2020-03-21T16:47:22Z	26	29440000.0
Rhames	Stefani	negotiation	5.640233050483126	3	5	2020-03-21T16:52:39Z	26	29480000.0
Lin	Trentin	new	5.641072401275476	2	2	2020-03-21T16:57:56Z	26	29520000.0
Blaisdell	Danina	new	8.241425088410672	2	5	2020-03-21T17:03:13Z	26	29560000.0
Jernigan	Shyanna	negotiation	3.3905660823587365	4	5	2020-03-21T17:08:30Z	26	29600000.0
Griffen	Lisseth	processing	6.682047705546671	4	1	2020-03-21T17:13:47Z	26	29640000.0
Leitch	Tashenna	closed	6.399999729056878	4	3	2020-03-21T17:19:03Z	26	29680000.0
Sullivan	Tyreek	new	6.734256213917981	3	5	2020-03-21T17:24:20Z	26	29720000.0
Lutz	Paraskevi	new	4.707006297420499	4	4	2020-03-21T17:29:37Z	26	29760000.0
Harkey	Brinda	new	6.962717689831969	1	4	2020-03-21T17:34:54Z	26	29800000.0
Sunday	Mallissa	new	6.355886146870459	4	6	2020-03-21T17:40:11Z	26	29840000.0
Heidel	Carianne	processing	7.758380596779428	2	2	2020-03-21T17:45:28Z	26	29880000.0
Bohannon	Shauntee	new	5.274170381991911	1	4	2020-03-21T17:50:45Z	26	29920000.0
Broughton	Jerime	negotiation	7.079137640596396	1	1	2020-03-21T17:56:02Z	26	29960000.0
Springer	Sharnell	new	6.757367872596044	1	4	2020-03-21T18:01:19Z	26	30000000.0
Choy	Raya	negotiation	6.039400155614503	3	5	2020-03-21T18:06:36Z	26	30040000.0
Jamerson	Evamarie	negotiation	3.41895335430071	1	1	2020-03-21T18:11:53Z	26	30080000.0
Boulanger	Kreston	negotiation	7.465914438055779	4	3	2020-03-21T18:17:09Z	26	30120000.0
Boes	Chanequa	negotiation	3.767665308377163	4	3	2020-03-21T18:22:26Z	26	30160000.0
Boyland	Travers	new	4.69786593778547	4	1	2020-03-21T18:27:43Z	26	30200000.0
Mcgrath	Jesicca	negotiation	3.626172727670494	1	4	2020-03-21T18:33:00Z	26	30240000.0
Woody	Karia	processing	5.290648812048811	3	5	2020-03-21T18:38:17Z	26	30280000.0
Dove	Latriece	new	8.349797126845644	2	3	2020-03-21T18:43:34Z	27	30320000.0
Sato	Atom	negotiation	5.318219742953451	3	2	2020-03-21T18:48:51Z	27	30360000.0
Cheshire	Antionio	negotiation	8.771936707984132	4	5	2020-03-21T18:54:08Z	27	30400000.0
Sifuentes	Corvetta	new	4.884450691061403	1	2	2020-03-21T18:59:25Z	27	30440000.0
Brey	Blythe	new	5.733316302017327	1	3	2020-03-21T19:04:42Z	27	30480000.0
Jarosz	Jenipher	closed	5.084394552957103	2	4	2020-03-21T19:09:58Z	27	30520000.0
Marcano	Lynsey	processing	3.4748091172842166	4	1	2020-03-21T19:15:15Z	27	30560000.0
Hesse	Nicolaas	processing	7.22764705697614	3	5	2020-03-21T19:20:32Z	27	30600000.0
Booher	Aisling	closed	6.529538682674063	4	1	2020-03-21T19:25:49Z	27	30640000.0
Rothman	Syretta	new	3.596169536201085	2	1	2020-03-21T19:31:06Z	27	30680000.0
Hegg	Herminia	negotiation	3.5374606899113514	1	3	2020-03-21T19:36:23Z	27	30720000.0
Mancini	Kayln	negotiation	5.837851918389171	1	1	2020-03-21T19:41:40Z	27	30760000.0
Dearborn	Yury	new	6.052643504206866	4	3	2020-03-21T19:46:57Z	27	30800000.0
Depriest	Leonte	negotiation	7.413361663522174	1	1	2020-03-21T19:52:14Z	27	30840000.0
Seltzer	Malari	new	3.8960181472974282	1	2	2020-03-21T19:57:31Z	27	30880000.0
Moultrie	Eddrick	processing	7.752558058301291	4	2	2020-03-21T20:02:48Z	27	30920000.0
Blackmon	Makida	negotiation	3.71398189141131	1	6	2020-03-21T20:08:04Z	27	30960000.0
Southworth	Dorion	negotiation	8.87630130329267	3	2	2020-03-21T20:13:21Z	27	31000000.0
Duffey	Rashida	new	6.785462185516303	1	1	2020-03-21T20:18:38Z	27	31040000.0
Alleyne	Ngoc	negotiation	6.246139740059971	3	3	2020-03-21T20:23:55Z	27	31080000.0
Hyder	Hakiem	new	3.572250505209887	3	6	2020-03-21T20:29:12Z	27	31120000.0
Callis	Brandin	negotiation	8.621124909357786	3	1	2020-03-21T20:34:29Z	27	31160000.0
Puente	Ambria	negotiation	7.117204200090009	4	1	2020-03-21T20:39:46Z	27	31200000.0
Pettus	Victoriano	new	5.971821915483327	3	3	2020-03-21T20:45:03Z	27	31240000.0
Vera	Allex	new	8.099316978960145	3	4	2020-03-21T20:50:20Z	27	31280000.0
Hallett	Damen	new	3.2742107248173933	4	2	2020-03-21T20:55:37Z	27	31320000.0
Balogh	Jazmen	processing	4.1537746359853065	4	2	2020-03-21T21:00:54Z	27	31360000.0
Inniss	Tiffeny	new	8.052730330458312	4	3	2020-03-21T21:06:10Z	27	31400000.0
Stiefel	Marcos	new	4.584933962255668	3	4	2020-03-21T21:11:27Z	27	31440000.0
Capo	Latron	new	5.017092023676957	2	2	2020-03-21T21:16:44Z	28	31480000.0
Kawamura	Shawntaya	processing	5.714534099325397	2	6	2020-03-21T21:22:01Z	28	31520000.0
Castonguay	Borden	closed	5.138924593561234	2	3	2020-03-21T21:27:18Z	28	31560000.0
Vanover	Corey	new	7.7624424326893084	3	4	2020-03-21T21:32:35Z	28	31600000.0
Sanabria	Herschell	new	8.719405984056753	1	2	2020-03-21T21:37:52Z	28	31640000.0
Cutter	Courtney	negotiation	3.165440907383481	3	6	2020-03-21T21:43:09Z	28	31680000.0
Hoosier	Anders	negotiation	8.946374779671801	2	1	2020-03-21T21:48:26Z	28	31720000.0
Fenderson	Lynwood	closed	8.598115352862873	3	3	2020-03-21T21:53:43Z	28	31760000.0
Wrigley	Tyneshia	closed	3.1879099946107905	1	1	2020-03-21T21:58:59Z	28	31800000.0
Steinbach	Tashawna	negotiation	8.557366676609043	3	3	2020-03-21T22:04:16Z	28	31840000.0
Miramontes	Chaise	new	5.348993663817152	3	4	2020-03-21T22:09:33Z	28	31880000.0
Speights	Ranika	new	3.3458161756304428	4	3	2020-03-21T22:14:50Z	28	31920000.0
Close	Margarette	negotiation	4.220318442166603	3	6	2020-03-21T22:20:07Z	28	31960000.0
Eveland	Gerald	new	5.258046655077404	2	2	2020-03-21T22:25:24Z	28	32000000.0
Middendorf	Dewight	processing	3.3296088557208736	4	4	2020-03-21T22:30:41Z	28	32040000.0
Waldron	Sharmaine	closed	3.9887910917455915	4	3	2020-03-21T22:35:58Z	28	32080000.0
Howle	Tifanie	new	6.1811835662332495	3	4	2020-03-21T22:41:15Z	28	32120000.0
Lashley	Nikela	negotiation	7.367684552551049	4	3	2020-03-21T22:46:32Z	28	32160000.0
Matter	Jamaur	negotiation	6.640845882053773	2	3	2020-03-21T22:51:49Z	28	32200000.0
Musgrove	Lisset	negotiation	4.796037880876723	4	3	2020-03-21T22:57:05Z	28	32240000.0
Guadalupe	Karley	processing	5.788091024780924	3	1	2020-03-21T23:02:22Z	28	32280000.0
Masters	Ismael	new	8.86787732348268	2	3	2020-03-21T23:07:39Z	28	32320000.0
Fisk	Nevada	processing	3.5084003534019645	2	2	2020-03-21T23:12:56Z	28	32360000.0
Ogletree	Renecia	negotiation	4.658852548697326	2	5	2020-03-21T23:18:13Z	28	32400000.0
Ore	Adrielle	negotiation	6.04801049888714	2	1	2020-03-21T23:23:30Z	28	32440000.0
Word	Margret	processing	8.464169384451237	4	5	2020-03-21T23:28:47Z	28	32480000.0
Mathieu	Taina	new	3.0878452988202296	3	2	2020-03-21T23:34:04Z	28	32520000.0
Jiles	Tova	negotiation	3.809439056667605	4	1	2020-03-21T23:39:21Z	28	32560000.0
Houser	Searra	new	3.865853585135234	3	4	2020-03-21T23:44:38Z	28	32600000.0
Seeley	Raelynn	negotiation	5.951646550980398	2	2	2020-03-21T23:49:54Z	29	32640000.0
Salvador	Valbona	negotiation	6.921400932540413	1	1	2020-03-21T23:55:11Z	29	32680000.0
Swain	Lashaunna	negotiation	7.423961545130108	1	6	2020-03-22T00:00:28Z	29	32720000.0
Velarde	Blaise	new	8.138554582826323	4	1	2020-03-22T00:05:45Z	29	32760000.0
Erdmann	Milisa	closed	5.220042432037855	4	5	2020-03-22T00:11:02Z	29	32800000.0
Shuttleworth	Sloan	new	5.004559441437614	1	3	2020-03-22T00:16:19Z	29	32840000.0
Joyner	Zelene	new	5.269554800589742	3	3	2020-03-22T00:21:36Z	29	32880000.0
Jacob	Mahala	closed	6.782832694298064	3	3	2020-03-22T00:26:53Z	29	32920000.0
Lowery	Yamaris	negotiation	8.444184041351354	1	2	2020-03-22T00:32:10Z	29	32960000.0
Lynch	Devora	new	3.6474164329449836	4	1	2020-03-22T00:37:27Z	29	33000000.0
Boatright	Zacary	new	8.335564235574251	4	1	2020-03-22T00:42:44Z	29	33040000.0
Castrejon	Roneka	new	7.995920436892634	4	4	2020-03-22T00:48:00Z	29	33080000.0
Valentin	Lavonte	processing	4.36247983015351	2	3	2020-03-22T00:53:17Z	29	33120000.0
Mejias	Arlie	negotiation	3.02743299293628	2	2	2020-03-22T00:58:34Z	29	33160000.0
Kessel	Mariann	processing	6.686729134671335	4	2	2020-03-22T01:03:51Z	29	33200000.0
Yuan	Cesario	processing	3.3211325412700865	4	1	2020-03-22T01:09:08Z	29	33240000.0
Deluna	Guthrie	new	5.415855498916623	1	5	2020-03-22T01:14:25Z	29	33280000.0
Berthiaume	Janesa	new	4.574759077255636	1	3	2020-03-22T01:19:42Z	29	33320000.0
Schauer	Favio	new	6.07334237890127	3	6	2020-03-22T01:24:59Z	29	33360000.0
Wilkes	Danitza	processing	6.888629486125347	2	5	2020-03-22T01:30:16Z	29	33400000.0
Mosqueda	Tysheena	negotiation	3.822091972131357	4	2	2020-03-22T01:35:33Z	29	33440000.0
Kaspar	Caitlyn	new	8.35480465311419	3	4	2020-03-22T01:40:50Z	29	33480000.0
Sammons	Coralyn	negotiation	4.045788803395547	2	2	2020-03-22T01:46:06Z	29	33520000.0
Moralez	Parker	new	3.1409719783484866	4	3	2020-03-22T01:51:23Z	29	33560000.0
Suzuki	Laquita	new	5.80360325675154	2	1	2020-03-22T01:56:40Z	29	33600000.0
Flory	Donia	negotiation	4.3699474764351995	2	2	2020-03-22T02:01:57Z	29	33640000.0
Oleary	Rebbecca	negotiation	4.660732367078017	3	3	2020-03-22T02:07:14Z	29	33680000.0
Legette	Klarissa	closed	4.38062122065351	4	2	2020-03-22T02:12:31Z	29	33720000.0
Cobble	Rashaud	new	3.828016003720662	3	5	2020-03-22T02:17:48Z	29	33760000.0
Teegarden	Christinia	processing	6.620357784104633	3	5	2020-03-22T02:23:05Z	30	33800000.0
Spaeth	Shikira	new	4.901174873047702	2	3	2020-03-22T02:28:22Z	30	33840000.0
Edmonds	Addison	negotiation	3.263867119468903	4	4	2020-03-22T02:33:39Z	30	33880000.0
Swaim	Zasha	new	6.827144437418491	2	6	2020-03-22T02:38:55Z	30	33920000.0
Ivie	Despina	new	7.307647128162563	4	4	2020-03-22T02:44:12Z	30	33960000.0
Evert	Chevis	new	4.038733743173013	4	2	2020-03-22T02:49:29Z	30	34000000.0
Lim	Adriano	new	6.377243555804535	2	4	2020-03-22T02:54:46Z	30	34040000.0
Crisman	Agnieszka	new	3.8683283021189627	2	1	2020-03-22T03:00:03Z	30	34080000.0
Mcmillian	Ignasio	new	4.0011862434835965	4	2	2020-03-22T03:05:20Z	30	34120000.0
Kite	Nichael	new	6.301757286192343	1	3	2020-03-22T03:10:37Z	30	34160000.0
Gimenez	Danise	closed	6.420507337160579	4	3	2020-03-22T03:15:54Z	30	34200000.0
Romero	Shakiya	new	4.2781455500292935	3	6	2020-03-22T03:21:11Z	30	34240000.0
Castille	Aliesha	new	6.111175658351698	1	3	2020-03-22T03:26:28Z	30	34280000.0
Kravitz	Kristoffer	new	7.049827096503851	3	3	2020-03-22T03:31:45Z	30	34320000.0
Casella	Jaree	new	5.992958416478478	3	2	2020-03-22T03:37:01Z	30	34360000.0
Keitt	Willena	processing	7.250915246035917	2	1	2020-03-22T03:42:18Z	30	34400000.0
Weatherford	Jen	new	3.8617215674369967	2	6	2020-03-22T03:47:35Z	30	34440000.0
Curcio	Arien	new	6.198570887580427	1	5	2020-03-22T03:52:52Z	30	34480000.0
Bourne	Taronda	new	7.00086520052173	2	2	2020-03-22T03:58:09Z	30	34520000.0
Scanlan	Aubrey	new	3.334336297279078	2	5	2020-03-22T04:03:26Z	30	34560000.0
Rossetti	Leinani	new	4.209442262018419	3	3	2020-03-22T04:08:43Z	30	34600000.0
Plaisance	Janah	negotiation	3.611864445368931	4	4	2020-03-22T04:14:00Z	30	34640000.0
Roth	Campbell	closed	7.900616383444865	3	3	2020-03-22T04:19:17Z	30	34680000.0
Goulet	Dannah	new	4.083974779503985	3	3	2020-03-22T04:24:34Z	30	34720000.0
Minnis	Markel	negotiation	4.165963940058033	1	3	2020-03-22T04:29:50Z	30	34760000.0
Conley	Choua	processing	7.97717619227916	2	1	2020-03-22T04:35:07Z	30	34800000.0
Auclair	Munir	negotiation	5.315545402711669	3	3	2020-03-22T04:40:24Z	30	34840000.0
Favors	Danah	processing	3.813874866998375	2	6	2020-03-22T04:45:41Z	30	34880000.0
Farrior	Frank	new	6.4485337129324165	4	4	2020-03-22T04:50:58Z	30	34920000.0
Greenleaf	Jametta	negotiation	8.886283820207247	3	3	2020-03-22T04:56:15Z	31	34960000.0
Shively	Stepfanie	negotiation	4.3937509126477385	4	1	2020-03-22T05:01:32Z	31	35000000.0
Macomber	Uvaldo	negotiation	4.638142352663737	1	3	2020-03-22T05:06:49Z	31	35040000.0
Hinson	Khaleelah	new	7.97529945143409	4	2	2020-03-22T05:12:06Z	31	35080000.0
Whaley	Bart	new	3.799389968808171	3	1	2020-03-22T05:17:23Z	31	35120000.0
Palmeri	Andrew	negotiation	6.796637288027476	3	3	2020-03-22T05:22:40Z	31	35160000.0
Mcloud	Marieke	new	3.4196095859744897	4	3	2020-03-22T05:27:56Z	31	35200000.0
Schleicher	Stormey	new	8.589658641494943	4	3	2020-03-22T05:33:13Z	31	35240000.0
Smiley	Mecaela	negotiation	7.793566845494901	3	1	2020-03-22T05:38:30Z	31	35280000.0
Gorman	Rasheena	negotiation	5.122276428721897	2	2	2020-03-22T05:43:47Z	31	35320000.0
Steadham	Sarrah	negotiation	3.3872465420177864	1	4	2020-03-22T05:49:04Z	31	35360000.0
Echeverria	Adrain	processing	4.983577579469672	3	4	2020-03-22T05:54:21Z	31	35400000.0
Colgan	Marlicia	new	6.210431335180106	2	5	2020-03-22T05:59:38Z	31	35440000.0
Marcellus	Sonnie	new	7.31656217230274	2	5	2020-03-22T06:04:55Z	31	35480000.0
Keech	Simpson	new	7.954435240800173	1	1	2020-03-22T06:10:12Z	31	35520000.0
Foley	Demarcus	new	3.4826750184829978	2	2	2020-03-22T06:15:29Z	31	35560000.0
Dewey	Nida	closed	8.287681513125762	4	5	2020-03-22T06:20:46Z	31	35600000.0
Butz	Noemi	processing	4.468906868598403	4	4	2020-03-22T06:26:02Z	31	35640000.0
Seabolt	Tasheena	negotiation	3.50293256217202	2	1	2020-03-22T06:31:19Z	31	35680000.0
Stroup	Makida	new	8.54051307484157	1	3	2020-03-22T06:36:36Z	31	35720000.0
Petrick	Genelle	processing	6.597136132219564	4	3	2020-03-22T06:41:53Z	31	35760000.0
Burg	Vicente	new	5.911089707419162	1	1	2020-03-22T06:47:10Z	31	35800000.0
Huffman	Lina	closed	8.355649994523716	2	1	2020-03-22T06:52:27Z	31	35840000.0
Lambrecht	Crysal	new	6.363721476584637	4	2	2020-03-22T06:57:44Z	31	35880000.0
Legendre	Kameka	negotiation	6.522826030752004	1	1	2020-03-22T07:03:01Z	31	35920000.0
Griffey	Jenney	closed	7.350138752026309	3	1	2020-03-22T07:08:18Z	31	35960000.0
Strickler	Atie	new	8.186789125817885	3	3	2020-03-22T07:13:35Z	31	36000000.0
Iorio	Feliciano	new	5.774505309127622	1	3	2020-03-22T07:18:51Z	31	36040000.0
Bourgoin	Mehwish	new	3.834292902946646	1	3	2020-03-22T07:24:08Z	31	36080000.0
Pryce	Esmael	processing	5.6864804567384	3	2	2020-03-22T07:29:25Z	32	36120000.0
Loudermilk	Agapito	new	8.205624995788437	1	4	2020-03-22T07:34:42Z	32	36160000.0
Fuller	Deray	new	4.688857425191947	4	2	2020-03-22T07:39:59Z	32	36200000.0
Deherrera	Lerone	negotiation	6.296727465808064	1	1	2020-03-22T07:45:16Z	32	36240000.0
Baltimore	Derell	negotiation	5.343939627614697	3	4	2020-03-22T07:50:33Z	32	36280000.0
Peek	Una	processing	5.548467691989166	1	2	2020-03-22T07:55:50Z	32	36320000.0
Lindemann	Duante	negotiation	5.714412075457472	2	2	2020-03-22T08:01:07Z	32	36360000.0
Schatz	Jorge	new	8.810407954663404	4	3	2020-03-22T08:06:24Z	32	36400000.0
Slone	Reno	new	8.111908586561196	3	2	2020-03-22T08:11:41Z	32	36440000.0
Narron	Reyes	processing	5.621024121990647	2	1	2020-03-22T08:16:57Z	32	36480000.0
Royse	Sophie	negotiation	3.471811945413055	3	4	2020-03-22T08:22:14Z	32	36520000.0
Weinstock	Lauria	negotiation	6.766456759875462	4	4	2020-03-22T08:27:31Z	32	36560000.0
Abbate	Artemis	new	3.361090143234626	3	1	2020-03-22T08:32:48Z	32	36600000.0
Choi	Aarik	negotiation	7.148819444388029	1	2	2020-03-22T08:38:05Z	32	36640000.0
Mui	Sabrina	negotiation	6.298086887797769	4	3	2020-03-22T08:43:22Z	32	36680000.0
Doyon	Karime	negotiation	6.250028131692179	1	5	2020-03-22T08:48:39Z	32	36720000.0
Hobson	Derrious	new	6.8327386306322175	4	2	2020-03-22T08:53:56Z	32	36760000.0
Ocallaghan	Mina	negotiation	7.492615331711917	1	2	2020-03-22T08:59:13Z	32	36800000.0
Kearney	Woody	new	4.066529002899138	3	4	2020-03-22T09:04:30Z	32	36840000.0
Helmick	Kaylynne	processing	4.315047337246128	2	2	2020-03-22T09:09:46Z	32	36880000.0
Mclendon	Krystyn	new	3.635437680716986	3	3	2020-03-22T09:15:03Z	32	36920000.0
Kinkead	Braxton	negotiation	8.50451610710753	4	4	2020-03-22T09:20:20Z	32	36960000.0
Bashaw	Charmagne	new	6.376808891835583	3	4	2020-03-22T09:25:37Z	32	37000000.0
Desmond	Jamorris	processing	6.488992073167728	3	1	2020-03-22T09:30:54Z	32	37040000.0
Hofer	Val	new	3.4359398647375174	1	1	2020-03-22T09:36:11Z	32	37080000.0
Hodgdon	Rashel	new	5.294348058099013	3	2	2020-03-22T09:41:28Z	32	37120000.0
Rosenfeld	Terria	new	4.633290482101399	3	3	2020-03-22T09:46:45Z	32	37160000.0
Brockway	Jennice	new	8.785529998104513	3	3	2020-03-22T09:52:02Z	32	37200000.0
Esser	Tiya	negotiation	3.487343037732721	3	6	2020-03-22T09:57:19Z	32	37240000.0
Gause	Brieana	closed	7.185880114261055	1	1	2020-03-22T10:02:36Z	32	37280000.0
Ragland	Shronda	closed	6.204402696757293	2	2	2020-03-22T10:07:52Z	33	37320000.0
Torpey	Elizbeth	negotiation	8.847210359183673	4	3	2020-03-22T10:13:09Z	33	37360000.0
Teske	Odelia	processing	7.8683390757294385	2	3	2020-03-22T10:18:26Z	33	37400000.0
Rene	Erron	closed	4.312213523163426	2	4	2020-03-22T10:23:43Z	33	37440000.0
Rives	Sanaa	new	8.782227965593238	2	3	2020-03-22T10:29:00Z	33	37480000.0
Longoria	Jehu	new	6.0686593496456185	4	3	2020-03-22T10:34:17Z	33	37520000.0
Alsop	Krystol	negotiation	8.982519344271257	3	6	2020-03-22T10:39:34Z	33	37560000.0
Coady	Abbigale	negotiation	6.170865912699711	1	3	2020-03-22T10:44:51Z	33	37600000.0
Hockensmith	Sharad	closed	5.7195202195595725	1	6	2020-03-22T10:50:08Z	33	37640000.0
Harbison	Sharai	new	4.138393234396274	1	4	2020-03-22T10:55:25Z	33	37680000.0
Stanfield	Charvis	new	3.0901209616581546	4	3	2020-03-22T11:00:42Z	33	37720000.0
Parry	Romney	negotiation	5.614807030753469	2	4	2020-03-22T11:05:58Z	33	37760000.0
Saad	Evans	negotiation	6.579033140475666	2	5	2020-03-22T11:11:15Z	33	37800000.0
Amin	Darus	closed	4.809819195149441	2	2	2020-03-22T11:16:32Z	33	37840000.0
Avis	Kelsey	closed	4.362862594276034	4	4	2020-03-22T11:21:49Z	33	37880000.0
Kangas	Kelii	processing	3.5821559078174996	2	2	2020-03-22T11:27:06Z	33	37920000.0
Flower	Laqueshia	new	5.172119751780022	3	2	2020-03-22T11:32:23Z	33	37960000.0
Hixon	Tori	negotiation	7.314158662895254	1	4	2020-03-22T11:37:40Z	33	38000000.0
Bostic	Dniel	negotiation	5.577871558770497	4	3	2020-03-22T11:42:57Z	33	38040000.0
Zimmerman	Junko	new	3.287841806076167	1	3	2020-03-22T11:48:14Z	33	38080000.0
Calderon	Jasmine	processing	6.004489514408731	2	2	2020-03-22T11:53:31Z	33	38120000.0
Hartigan	Velina	negotiation	8.605797309555504	4	4	2020-03-22T11:58:47Z	33	38160000.0
Varnell	Desmone	closed	7.850180798207129	3	1	2020-03-22T12:04:04Z	33	38200000.0
Yerkes	Seana	new	3.128184287953514	3	5	2020-03-22T12:09:21Z	33	38240000.0
Mccall	Talisha	processing	8.693836176050981	3	2	2020-03-22T12:14:38Z	33	38280000.0
Poplar	Kalissa	new	6.041860265604537	2	5	2020-03-22T12:19:55Z	33	38320000.0
Fenton	Zipporah	negotiation	7.759854926920697	1	4	2020-03-22T12:25:12Z	33	38360000.0
Worrall	Hillary	new	7.344391401380038	4	2	2020-03-22T12:30:29Z	33	38400000.0
Stgeorge	Chauncy	processing	4.474477131444846	3	3	2020-03-22T12:35:46Z	33	38440000.0
Yawn	Vic	negotiation	5.054470769102641	2	2	2020-03-22T12:41:03Z	34	38480000.0
Grandison	Jerrard	processing	7.758806858438808	2	3	2020-03-22T12:46:20Z	34	38520000.0
Moritz	Loretta	negotiation	8.483586893898215	3	3	2020-03-22T12:51:37Z	34	38560000.0
Eastland	Melissaann	negotiation	7.229450827084909	2	2	2020-03-22T12:56:53Z	34	38600000.0
Chaney	Shamica	closed	7.215244952739113	4	2	2020-03-22T13:02:10Z	34	38640000.0
Kees	Jaymee	processing	7.577727463101113	2	3	2020-03-22T13:07:27Z	34	38680000.0
Bloomer	Octavio	closed	6.473054079299848	1	0	2020-03-22T13:12:44Z	34	38720000.0
Cadena	Sharell	new	7.036500581389306	1	5	2020-03-22T13:18:01Z	34	38760000.0
Damore	Miguel	processing	6.4305840516858455	2	3	2020-03-22T13:23:18Z	34	38800000.0
Leclair	Abelardo	processing	7.028673005418312	3	4	2020-03-22T13:28:35Z	34	38840000.0
Turnbow	Jazmen	new	6.127722693877811	3	1	2020-03-22T13:33:52Z	34	38880000.0
Loeb	Secret	negotiation	3.589272684818499	4	3	2020-03-22T13:39:09Z	34	38920000.0
Bitner	Martia	negotiation	7.690562668446444	2	3	2020-03-22T13:44:26Z	34	38960000.0
Kreps	Kenyana	new	5.64353947409592	1	2	2020-03-22T13:49:42Z	34	39000000.0
Ham	Cuong	negotiation	4.3364230796817	4	2	2020-03-22T13:54:59Z	34	39040000.0
Koehn	Tore	new	6.677090897891651	4	2	2020-03-22T14:00:16Z	34	39080000.0
Neal	Torrance	negotiation	5.942982308462141	3	2	2020-03-22T14:05:33Z	34	39120000.0
Laprade	Tedric	new	6.692218666776251	2	2	2020-03-22T14:10:50Z	34	39160000.0
Arenas	Eugena	new	5.112744129794699	4	2	2020-03-22T14:16:07Z	34	39200000.0
Arbuckle	Heraclio	negotiation	7.753314187777782	1	4	2020-03-22T14:21:24Z	34	39240000.0
Calvo	Cynethia	new	4.857819187535505	3	1	2020-03-22T14:26:41Z	34	39280000.0
Harnish	Kash	new	4.976471356945911	4	4	2020-03-22T14:31:58Z	34	39320000.0
Felipe	Margery	negotiation	7.0447989462758835	1	1	2020-03-22T14:37:15Z	34	39360000.0
Morgenstern	Antonio	closed	7.936434507336174	3	4	2020-03-22T14:42:32Z	34	39400000.0
Borchers	Kamilah	new	4.057140950733437	2	4	2020-03-22T14:47:48Z	34	39440000.0
Angell	Noele	new	3.9095827210312	3	1	2020-03-22T14:53:05Z	34	39480000.0
Andress	Rane	new	8.040718294156896	1	4	2020-03-22T14:58:22Z	34	39520000.0
Cullen	Sanam	new	8.138904487794512	1	2	2020-03-22T15:03:39Z	34	39560000.0
Desantiago	Faline	negotiation	4.235551245427453	2	3	2020-03-22T15:08:56Z	34	39600000.0
Persinger	Cushena	new	6.890127080162042	4	6	2020-03-22T15:14:13Z	35	39640000.0
Middendorf	Georg	negotiation	7.900114851851955	1	4	2020-03-22T15:19:30Z	35	39680000.0
Thaxton	Starlynn	new	5.916089151725827	3	3	2020-03-22T15:24:47Z	35	39720000.0
Calkins	Karah	new	5.20472848526836	4	2	2020-03-22T15:30:04Z	35	39760000.0
Pompa	Natan	new	7.593384960384995	2	3	2020-03-22T15:35:21Z	35	39800000.0
Bowley	Lanita	new	3.5804740019489225	3	2	2020-03-22T15:40:38Z	35	39840000.0
Ponds	Adem	new	7.442322427169326	2	5	2020-03-22T15:45:54Z	35	39880000.0
Krueger	Thorn	processing	6.570056780439313	4	6	2020-03-22T15:51:11Z	35	39920000.0
Grube	Quana	closed	8.249137325871867	1	4	2020-03-22T15:56:28Z	35	39960000.0
Doane	Shalee	new	3.21643705819627	2	1	2020-03-22T16:01:45Z	35	40000000.0
Ruby	Shantelle	negotiation	5.974347884543368	3	3	2020-03-22T16:07:02Z	35	40040000.0
Kilmer	Shanetra	processing	6.6151863276079945	1	2	2020-03-22T16:12:19Z	35	40080000.0
Gause	Ronelle	negotiation	7.694448338260118	3	1	2020-03-22T16:17:36Z	35	40120000.0
Gomez	Jaemi	negotiation	7.35621791674016	2	3	2020-03-22T16:22:53Z	35	40160000.0
Stimson	Diamantina	new	8.727496529842771	3	5	2020-03-22T16:28:10Z	35	40200000.0
Moreland	Leisl	new	3.0829345771394965	4	1	2020-03-22T16:33:27Z	35	40240000.0
Alvey	Tobi	closed	4.727588197513394	4	5	2020-03-22T16:38:43Z	35	40280000.0
Marcy	Heyward	new	5.4310588031192495	4	3	2020-03-22T16:44:00Z	35	40320000.0
Macaluso	Beatrice	new	6.467011445321398	3	3	2020-03-22T16:49:17Z	35	40360000.0
Gouge	Dugan	closed	8.351070153139549	1	3	2020-03-22T16:54:34Z	35	40400000.0
Merkle	Ammie	negotiation	8.706447366143355	1	3	2020-03-22T16:59:51Z	35	40440000.0
Gossett	Rakia	new	7.629403075328566	4	4	2020-03-22T17:05:08Z	35	40480000.0
